 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 3.70000E+06 eV = 1.35973E+05 a.u.
 #
 # WARNING: High-energy factorization with free-atom DF screening.
 #          Absorption, polarization and exchange corrections are
 #          switched off.
 #          Phase shifts are calculated for the bare nucleus.
 #          Scattering amplitudes are not evaluated.
 #
 # Element: Br,  Z =  35,  atomic weight = 7.99040E+01 g/mol
 #
 # Nuclear model: Fermi distribution
 #                Average radius = 4.60865E-13 cm
 #                Skin thickness = 5.46000E-14 cm
 #
 # Number of electrons = 35
 #
 # Total elastic cross section = 2.75914E-18 cm**2 = 9.85306E-02 a0**2
 # 1st transport cross section = 1.06040E-22 cm**2 = 3.78675E-06 a0**2
 # 2nd transport cross section = 2.98267E-22 cm**2 = 1.06513E-05 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  6.000E+00  2.73905E-03  5.01444E-20  1.79069E-03  0.00000E+00  1.0E-07
  6.100E+00  2.83103E-03  4.69920E-20  1.67811E-03  0.00000E+00  1.0E-07
  6.200E+00  2.92452E-03  4.40841E-20  1.57427E-03  0.00000E+00  1.0E-07
  6.300E+00  3.01952E-03  4.13983E-20  1.47836E-03  0.00000E+00  1.0E-07
  6.400E+00  3.11604E-03  3.89142E-20  1.38965E-03  0.00000E+00  1.0E-07
  6.500E+00  3.21407E-03  3.66142E-20  1.30752E-03  0.00000E+00  1.0E-07
  6.600E+00  3.31362E-03  3.44821E-20  1.23138E-03  0.00000E+00  1.0E-07
  6.700E+00  3.41468E-03  3.25035E-20  1.16072E-03  0.00000E+00  1.0E-07
  6.800E+00  3.51725E-03  3.06650E-20  1.09507E-03  0.00000E+00  1.0E-07
  6.900E+00  3.62133E-03  2.89550E-20  1.03400E-03  0.00000E+00  1.0E-07
  7.000E+00  3.72692E-03  2.73630E-20  9.77150E-04  0.00000E+00  1.0E-07
  7.100E+00  3.83403E-03  2.58793E-20  9.24165E-04  0.00000E+00  1.0E-07
  7.200E+00  3.94265E-03  2.44949E-20  8.74730E-04  0.00000E+00  1.0E-07
  7.300E+00  4.05278E-03  2.32022E-20  8.28567E-04  0.00000E+00  1.0E-07
  7.400E+00  4.16442E-03  2.19940E-20  7.85420E-04  0.00000E+00  1.0E-07
  7.500E+00  4.27757E-03  2.08637E-20  7.45056E-04  0.00000E+00  1.0E-07
  7.600E+00  4.39223E-03  1.98053E-20  7.07259E-04  0.00000E+00  1.0E-07
  7.700E+00  4.50840E-03  1.88133E-20  6.71835E-04  0.00000E+00  1.0E-07
  7.800E+00  4.62608E-03  1.78829E-20  6.38611E-04  0.00000E+00  1.0E-07
  7.900E+00  4.74527E-03  1.70096E-20  6.07422E-04  0.00000E+00  1.0E-07
  8.000E+00  4.86597E-03  1.61890E-20  5.78121E-04  0.00000E+00  1.0E-07
  8.100E+00  4.98817E-03  1.54176E-20  5.50572E-04  0.00000E+00  1.0E-07
  8.200E+00  5.11188E-03  1.46917E-20  5.24650E-04  0.00000E+00  1.0E-07
  8.300E+00  5.23711E-03  1.40082E-20  5.00243E-04  0.00000E+00  1.0E-07
  8.400E+00  5.36383E-03  1.33642E-20  4.77244E-04  0.00000E+00  1.0E-07
  8.500E+00  5.49207E-03  1.27569E-20  4.55556E-04  0.00000E+00  1.0E-07
  8.600E+00  5.62181E-03  1.21838E-20  4.35091E-04  0.00000E+00  1.0E-07
  8.700E+00  5.75306E-03  1.16427E-20  4.15768E-04  0.00000E+00  1.0E-07
  8.800E+00  5.88581E-03  1.11314E-20  3.97510E-04  0.00000E+00  1.0E-07
  8.900E+00  6.02007E-03  1.06480E-20  3.80247E-04  0.00000E+00  1.0E-07
  9.000E+00  6.15583E-03  1.01907E-20  3.63915E-04  0.00000E+00  1.0E-07
  9.100E+00  6.29310E-03  9.75773E-21  3.48455E-04  0.00000E+00  1.0E-07
  9.200E+00  6.43187E-03  9.34766E-21  3.33811E-04  0.00000E+00  1.0E-07
  9.300E+00  6.57214E-03  8.95899E-21  3.19931E-04  0.00000E+00  1.0E-07
  9.400E+00  6.71392E-03  8.59040E-21  3.06769E-04  0.00000E+00  1.0E-07
  9.500E+00  6.85720E-03  8.24067E-21  2.94280E-04  0.00000E+00  1.0E-07
  9.600E+00  7.00198E-03  7.90865E-21  2.82423E-04  0.00000E+00  1.0E-07
  9.700E+00  7.14827E-03  7.59325E-21  2.71160E-04  0.00000E+00  1.0E-07
  9.800E+00  7.29605E-03  7.29349E-21  2.60455E-04  0.00000E+00  1.0E-07
  9.900E+00  7.44534E-03  7.00845E-21  2.50276E-04  0.00000E+00  1.0E-07
  1.000E+01  7.59612E-03  6.73729E-21  2.40593E-04  0.00000E+00  1.0E-07
  1.025E+01  7.97965E-03  6.11484E-21  2.18365E-04  0.00000E+00  1.0E-07
  1.050E+01  8.37255E-03  5.56299E-21  1.98658E-04  0.00000E+00  1.0E-07
  1.075E+01  8.77480E-03  5.07231E-21  1.81136E-04  0.00000E+00  1.0E-07
